"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NQ7FZ6X8","journalArticle","2017","Waters, Brent","Willful Control and Controlling the Will: Technology and Being Human","Religions","","","10.3390/rel8050090","https://www.mdpi.com/2077-1444/8/5/90","One purported benefit of technology is that it gives humans greater control over how they live their lives. Various technologies are used to protect humans from what are perceived to be the capricious whims of indifferent natural forces. Additionally, technology is used to create circumstances and opportunities that are believed to be preferable because they are more subject to human control. In large measure, the lives of late moderns are effectively constructed and asserted as artifacts of what they will themselves to be. This control is seen prominently at the beginning and end of life. Technology is employed to overcome infertility, prevent illness, disability, and undesirable traits, to select desirable traits and increasingly enhance them. At the end of life, late moderns have a far greater range of options at their disposal than past generations: they can choose to delay death, control pain, or end their lives at the time and with the means of their choosing. The greater control that technology offers helps humans to survive and even flourish, but it comes at a price. One such cost is that it tends to reduce humans to being little more than a will confined within a body. The body is thereby effectively perceived to be an impediment to the will that should be overcome. Is this troubling? Yes. I argue that the purported control technology offers often serves as a distraction or blind spot that may prevent humans from understanding and consenting to their good. In making this argument I draw upon the Christian doctrine of the incarnation as a way of disclosing the creaturely good of finitude against which the will should conform rather than attempting to overcome. I also draw upon Iris Murdoch’s and Simone Weil’s concept of “unselfing” as a way of conforming the will with this good. I revisit issues related to the beginning and end of life to draw-out some of the implications of my argument.","2017-05","2019-01-15 21:10:46","2019-01-15 21:10:46","2019-01-15 21:10:46","90","","5","8","","","Willful Control and Controlling the Will","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","","","/Users/jamie/Zotero/storage/5ZHLXUUR/Waters - 2017 - Willful Control and Controlling the Will Technolo.pdf; /Users/jamie/Zotero/storage/Y85PJ37U/90.html","","","George Grant; Hannah Arendt; Iris Murdoch; mastery; ontology; technology; will","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LHZKM3QH","journalArticle","2017","Fuller, Michael","Big Data, Ethics and Religion: New Questions from a New Science","Religions","","","10.3390/rel8050088","https://www.mdpi.com/2077-1444/8/5/88","Hopes, fears, and ethical concerns relating to technology are as old as technology itself. When considering the increase in the power of computers, and their ever-more widespread use over recent decades, concerns have been raised about the social impact of computers and about practical issues arising from their use: the manner in which data is harvested, the preservation of confidentiality where people’s personal information is concerned, the security of systems in which such data is stored, and so on. With the arrival of “big data” new ethical concerns surrounding computer-based technology arise—concerns connected not only with social issues, and with the generation of data and its security, but also with its interpretation by data scientists, and with the burgeoning trade in personal data. The first aim of this paper is to introduce some of these ethical issues, and the second is to suggest some possible ways in which they might be addressed. The latter includes some explorations of the ways in which insights from religious and theological perspectives might be valuable. It is urged that theology and data science might engage in mutually-beneficial dialogue.","2017-05","2019-01-15 21:12:41","2019-01-15 21:12:41","2019-01-15 21:12:41","88","","5","8","","","Big Data, Ethics and Religion","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","","","/Users/jamie/Zotero/storage/SERDYVZC/Fuller - 2017 - Big Data, Ethics and Religion New Questions from .pdf; /Users/jamie/Zotero/storage/JIX4D554/88.html","","","big data; computing; consent; ethics; hermeneutics; hippocratic oath; interpretation; privacy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QF4A2R4U","journalArticle","2017","Untea, Ionut","Awe and Artifacts: Religious and Scientific Endeavor","Religions","","","10.3390/rel8050085","https://www.mdpi.com/2077-1444/8/5/85","The article takes as its point of departure the reflections of Henry Adams and Jacques Ellul on the possible gradual replacement of objects used in religious worship with objects used in technological worship, and advances the hypothesis that such a substitution is unlikely. Using information from psychology, history of religions, and history of science, the perspective proposed is that of a parallel historical analogous development of both religious and scientific attitudes of awe by the use of artifacts carrying two functions: firstly, to coagulate social participation around questions dealing with humanity’s destiny and interpersonal relationships across communities, and secondly to offer cultural coherence through a communal sense of social stability, comfort, and security. I argue that, though animated by attitudes of awe (“awefull”), both leading scientists and religious founders have encountered the difficulty in representing and introducing this awe to the large public via “awesome” artifacts. The failure to represent coherently the initial awe via artifacts may give rise to “anomalous awefullness”: intolerance, persecutions, global conflicts.","2017-05","2019-01-15 21:13:30","2019-01-15 21:13:30","2019-01-15 21:13:30","85","","5","8","","","Awe and Artifacts","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","","","/Users/jamie/Zotero/storage/IIJR8WZX/Untea - 2017 - Awe and Artifacts Religious and Scientific Endeav.pdf; /Users/jamie/Zotero/storage/YLCK5ZRG/85.html","","","hierophany; icons and scientific images; scientific and religious awe; the sacred","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CGHJC4JC","journalArticle","2017","Trothen, Tracy J.","Moral Bioenhancement through An Intersectional Theo-Ethical Lens: Refocusing on Divine Image-Bearing and Interdependence","Religions","","","10.3390/rel8050084","https://www.mdpi.com/2077-1444/8/5/84","This article begins with a brief interrogation of the meanings of moral and virtue. Next, an intersectional Christian theo-ethical lens focusing on humans as divine image-bearers is used to generate critical insights regarding the influence of extreme individualism on approaches to moral bioenhancement. This alternative lens emphasizes the interdependence of life, and the contextual character of moral dispositions. The questions of what it means to be creatures bearing the imago dei and making moral choices, is at the center of this exploration. The author concludes that while there may be justifiable exceptions, for now moral bioenhancements are unwarranted. Moral improvement will be better achieved through more effective educational strategies, and possibly spiritual enhancements, that are geared toward appreciation for the interdependence of all life.","2017-05","2019-01-15 21:15:11","2019-01-15 21:15:11","2019-01-15 21:15:11","84","","5","8","","","Moral Bioenhancement through An Intersectional Theo-Ethical Lens","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","","","/Users/jamie/Zotero/storage/HQPVXVWZ/Trothen - 2017 - Moral Bioenhancement through An Intersectional The.pdf; /Users/jamie/Zotero/storage/EAYQQ9SB/84.html","","","choice; Christian theology; intersectional theology; justice; moral bioenhancement; theological anthropology; virtue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B62VT52B","journalArticle","2017","Pugh, Jeffrey C.","The Disappearing Human: Gnostic Dreams in a Transhumanist World","Religions","","","10.3390/rel8050081","https://www.mdpi.com/2077-1444/8/5/81","Transhumanism is dedicated to freeing humankind from the limitations of biological life, creating new bodies that will carry us into the future. In seeking freedom from the constraints of nature, it resembles ancient Gnosticism, but complicates the question of what the human being is. In contrast to the perspective that we are our brains, I argue that human consciousness and subjectivity originate from complex interactions between the body and the surrounding environment. These qualities emerge from a distinct set of structural couplings embodied within multiple organ systems and the multiplicity of connections within the brain. These connections take on different forms, including structural, chemical, and electrical manifestations within the totality of the human body. This embodiment suggests that human consciousness, and the intricate levels of experience that accompany it, cannot be replicated in non-organic forms such as computers or synaptic implants without a significant loss to human identity. The Gnostic desire to escape our embodiment found in transhumanism carries the danger of dissolving the human being.","2017-05","2019-01-15 21:15:43","2019-01-15 21:15:43","2019-01-15 21:15:43","81","","5","8","","","The Disappearing Human","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","","","/Users/jamie/Zotero/storage/CF4QZTPZ/Pugh - 2017 - The Disappearing Human Gnostic Dreams in a Transh.pdf; /Users/jamie/Zotero/storage/AKUMYX6S/81.html","","","AI; emergence; Gnosticism; Kurzweil; Merleau-Ponty; Singularity; technology; transhumanism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HUGRHJWK","journalArticle","2017","Bauman, Whitney A.","Incarnating the Unknown: Planetary Technologies for a Planetary Community","Religions","","","10.3390/rel8040065","https://www.mdpi.com/2077-1444/8/4/65","This article suggests that current technological development is based upon outdated ways of understanding human beings as “exceptional” to the rest of the natural world. As such, these technologies help serve to reify certain human lives at the expense of others. I argue that such exceptionalism depends upon an understanding of transcendence that is totally other. Using examples such as “Earthrise” and the UN’s International Treaty on Outer Space, I argue that an immanent understanding of “the other” renegotiates how we understand our embeddedness within the rest of the evolving planetary community. As part of renegotiating a planetary anthropology, we must also begin rethinking technologies as for the planet (not just for humans).","2017-04","2019-01-15 21:16:05","2019-01-15 21:16:05","2019-01-15 21:16:05","65","","4","8","","","Incarnating the Unknown","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","","","/Users/jamie/Zotero/storage/T6W3PX6R/Bauman - 2017 - Incarnating the Unknown Planetary Technologies fo.pdf; /Users/jamie/Zotero/storage/48JI28HT/65.html","","","earth ethics; new materialisms; Planetarity; wicked problems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JKBENKYV","journalArticle","2017","Peters, Ted","Should CRISPR Scientists Play God?","Religions","","","10.3390/rel8040061","https://www.mdpi.com/2077-1444/8/4/61","Will CRISPR usher in a new era of Promethean overreach? CRISPR makes gene editing widely available and cheap. Anti-play-god bioethicists fear that geneticists will play god and precipitate a backlash from nature that could be devastating. In contrast to the anti-play-god bioethicists, this article recommends that laboratory science invoke the Precautionary Principle: pause at the yellow caution light, but then with constant risk-assessment proceed ahead.","2017-04","2019-01-15 21:16:40","2019-01-15 21:16:40","2019-01-15 21:16:40","61","","4","8","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","","","/Users/jamie/Zotero/storage/D9HK69Y2/Peters - 2017 - Should CRISPR Scientists Play God.pdf; /Users/jamie/Zotero/storage/PKRAJX6Z/61.html","","","bioethics; Cas9; CRISPR; germline intervention; play god; Precautionary Principle; Prometheus; stem cells","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHY4BG6T","journalArticle","2017","Checketts, Levi","New Technologies—Old Anthropologies?","Religions","","","10.3390/rel8040052","https://www.mdpi.com/2077-1444/8/4/52","Eighty years ago, Nicholas Berdyaev cautioned that new technological problems needed to be addressed with a new philosophical anthropology. Today, the transhumanist goal of mind uploading is perceived by many theologians and philosophers to be dangerous due to its violation of the human person. I contrast transhumanist “patternist” views of the person with Brent Waters’s Augustinian view of the technological pilgrim, Celia Deane-Drummond’s evolutionary Thomistic view of humanity, and Francis Fukuyama’s insistence on the inviolability of “Factor X”. These latter three thinkers all disagree with the patternist position, but their views are also discordant with each other. This disagreement constitutes a challenge for people of faith confronting transhumanism—which view is to be taken right? I contend that Science, Technology and Society (STS) studies can enrich our understanding of the debates by highlighting the transmutation of philosophical view into scientific theory and the intermingled nature of our forms of knowledge. Furthermore, I contend that STS helps Christians understand the evolution of their own anthropologies and suggests some prospects for future theological anthropology.","2017-04","2019-01-15 21:17:29","2019-01-15 21:17:29","2019-01-15 21:17:29","52","","4","8","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","","","/Users/jamie/Zotero/storage/AMZEEIEI/Checketts - 2017 - New Technologies—Old Anthropologies.pdf; /Users/jamie/Zotero/storage/5P39A6J3/52.html","","","consciousness uploading; philosophical anthropology; Science; Technology and Society studies (STS); theological anthropology; transhumanism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"448X66SC","journalArticle","2018","Weissenbacher, Alan","Moral Enhancement and Deification Through Technology?","Theology and Science","","1474-6700","10.1080/14746700.2018.1488465","https://doi.org/10.1080/14746700.2018.1488465","","2018-07-03","2019-01-15 21:24:20","2019-01-15 21:24:20","2019-01-15 21:24:20","243-246","","3","16","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/jamie/Zotero/storage/GKW5WANG/Weissenbacher - 2018 - Moral Enhancement and Deification Through Technolo.pdf; /Users/jamie/Zotero/storage/E95AE5K4/14746700.2018.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZQCKN2TM","journalArticle","2018","Burdett, Michael; Lorrimar, Victoria","Deification and Creaturehood in an Age of Enhancement","Theology and Science","","1474-6700","10.1080/14746700.2018.1488467","https://doi.org/10.1080/14746700.2018.1488467","","2018-07-03","2019-01-15 21:24:40","2019-01-15 21:24:40","2019-01-15 21:24:40","247-250","","3","16","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/jamie/Zotero/storage/8S6N7I75/Burdett and Lorrimar - 2018 - Deification and Creaturehood in an Age of Enhancem.pdf; /Users/jamie/Zotero/storage/BCQTVHCL/14746700.2018.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U9T8MHIF","journalArticle","2018","Walker, Mark","Genetic Engineering, Virtue-First Enhancement, and Deification in Neo-Irenaean Theodicy","Theology and Science","","1474-6700","10.1080/14746700.2018.1488472","https://doi.org/10.1080/14746700.2018.1488472","This article seeks to provide a unified explanation to two profound challenges to Christian belief: the existence of evil and Darwin’s theory of natural selection. It is argued that an understanding of the full implications of our evolutionary past in conjunction with the Irenaean theodicy provides us with the best answer to these challenges. The traditional Irenaean theodicy emphasizes the importance of education for soul building. Soul building can benefit from technologically enhancing the biological superstructure of our humanity. In particular, genetic engineering can enhance human virtue. The biological basis of our moral natures can be improved using genetic technologies, including (possibly) somatic and germline engineering. To plan for virtue-first enhancement—the Genetic Virtue Project, which focuses on genetic improvements to our moral natures—is of paramount importance for the neo-Irenaean theodicy.","2018-07-03","2019-01-15 21:24:59","2019-01-15 21:24:59","2019-01-15 21:24:59","251-272","","3","16","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/jamie/Zotero/storage/PE94UA4N/14746700.2018.html","","","genetic engineering; genetic virtue; Irenaeus; John Hick; play God; problem of evil; theodicy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"647T5XPS","journalArticle","2018","Gouw, Arvin M.","Genetic Virtue Program: An Unfeasible Neo-Pelagian Theodicy?","Theology and Science","","1474-6700","10.1080/14746700.2018.1488473","https://doi.org/10.1080/14746700.2018.1488473","In his article, “Genetic Engineering, Virtue-First Enhancement, and Neo-Irenaean Theodicy,” Mark Walker has ventured farther into science more than most when it comes to exploring theodicy. After exposing the Achilles heel of the traditional free-will defense, Walker develops the Irenaean and Augustinian responses to the anthropic problem. Most importantly for this discussion, Walker proceeds to propose Genetic-First-Enhancement as part of his neo-Irenaean theodicy formulation. Overall, there are two major concerns I raised: the impossibility of a gradient morality in the presence of free will, and the scientific impossibility of Genetic Virtue Program. However, my claims are falsifiable if future genetic modifications do indeed improve morality. Before that is proven, I agree with Walker that, yes, we should play God, albeit, with his proposed virtue-first program.","2018-07-03","2019-01-15 21:26:07","2019-01-15 21:26:07","2019-01-15 21:26:07","273-278","","3","16","","","Genetic Virtue Program","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/jamie/Zotero/storage/N2UVPU6P/14746700.2018.html","","","Genetic Virtue Program; Genetic-First-Enhancement; genetics; Irenaeus; Mark Walker; theodicy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y3RCQIWI","journalArticle","2018","Molhoek, Braden","Raising the Virtuous Bar: The Underlying Issues of Genetic Moral Enhancement","Theology and Science","","1474-6700","10.1080/14746700.2018.1488474","https://doi.org/10.1080/14746700.2018.1488474","From the perspective of virtue ethics, is it possible and permissible to enhance moral behavior through gene modification? In preparation to answer this question, we must ask five questions: (1) What may we assume regarding genetic inheritance and human nature? (2) Can specific genes predispose behavior related to the moral virtues? (3) What kind of genetic enhancement would be useful for moral enhancement? (4) Should there be a distinction between somatic and germline gene modification? (5) Is genetic modification best approach to moral enhancement? This article concedes that genetic engineering has the capacity to enhance the human disposition to moral behavior, but gene editing cannot create virtue because virtues are stable, habituated dispositions, acquired over time. That being said, gene editing for purposes of enhancing moral behavior is permissible.","2018-07-03","2019-01-15 21:27:40","2019-01-15 21:27:40","2019-01-15 21:27:40","279-287","","3","16","","","Raising the Virtuous Bar","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/jamie/Zotero/storage/EEFJJ8RY/14746700.2018.html","","","ethical enhancement; gene editing; Gene modification; moral enhancement; Reinhold Niebuhr; somatic versus germline; therapy versus enhancement; virtue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WRLP5QU2","journalArticle","2018","Weissenbacher, Alan","Defending Cognitive Liberty in an Age of Moral Engineering","Theology and Science","","1474-6700","10.1080/14746700.2018.1488476","https://doi.org/10.1080/14746700.2018.1488476","In 2009, Mark Walker first proposed the Genetic Virtue Project, advancing that science should explore using genetic engineering to eliminate moral evils just as it attempts to eliminate natural ones like disease. This seemed like an issue for the far future given the unique challenges. Walker focused on the wrong aspect of personhood, however, as moral engineering of the brain appears to be a more likely possibility. As early aspects of moral engineering the brain are in development, especially through the manipulation of the neural correlates of religious and political beliefs, emotions, and behaviors, I consider several issues surrounding this project so as to protect individual rights and prevent future harms. I advance an internal criterion for the field called Acceptability Across Ideologies to serve as a guide to protect against coercive and harmful technologies and analyze how current laws protecting cognitive liberty are lacking and in need of revision.","2018-07-03","2019-01-15 21:28:02","2019-01-15 21:28:02","2019-01-15 21:28:02","288-299","","3","16","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/jamie/Zotero/storage/R9I6HM8D/14746700.2018.html","","","Acceptability Across Ideologies; Brain Virtue Project; cognitive liberty; Genetic Virtue Project; Mark Walker; moral engineering; neuro-ethics; neuro-law","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BMZLHZHX","journalArticle","2018","Woloschak, Gayle E.","Can We Genetically Engineer Virtue and Deification?","Theology and Science","","1474-6700","10.1080/14746700.2018.1488477","https://doi.org/10.1080/14746700.2018.1488477","In this article we ask: could we speed up the attainment of religious goals such as virtuous living or even deification through genetic engineering? After reviewing current scientific knowledge gained from genetic engineering, it is difficult to answer affirmatively. Because virtuous living is complex and difficult to define, it makes searching for relevant genes difficult. To date, such genes do not appear in the geneticist’s inventory. An additional unknown is the role of free will. Even more important, theologically, is the role of God in leading to our sanctification. This present negative conclusion, however, does not preclude possible future advances in the science of virtue.","2018-07-03","2019-01-15 21:28:21","2019-01-15 21:28:21","2019-01-15 21:28:21","300-307","","3","16","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/jamie/Zotero/storage/HVNUHJVD/14746700.2018.html","","","CRISPR; deification; genetic engineering; Genetics; Nature vs. Nurture; virtue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WZPRIY9J","journalArticle","2018","Benders, Alison","Genetic Moral Enhancement? Yes. Holiness? No","Theology and Science","","1474-6700","10.1080/14746700.2018.1488521","https://doi.org/10.1080/14746700.2018.1488521","As moral human beings, we deplore our violence and try to rein it in through moral suasion and post-hoc restraint. Could genetic engineering help? Moral enhancement through genetic engineering might predispose us to performing good acts, good deeds. However, good acts alone, theologically speaking, do not count as either morality or holiness. Becoming a good and holy person-in-community is a process of freely chosen character development. While re-creating ourselves genetically to eliminate aggressive acts is not insignificant, such interventions constitute a starting point, not the endpoint, of living a meaningful life in relation to God. Bernard Lonergan’s notion of moral agency requires moral conversion and religious conversion, neither of which could be achieved through gene expression alone. Conversion requires free and intentional participation in moral character development. Finally, we note that salvation according to Christianity is not earned, regardless of a person’s good acts or good moral character.","2018-07-03","2019-01-15 21:28:52","2019-01-15 21:28:52","2019-01-15 21:28:52","308-318","","3","16","","","Genetic Moral Enhancement?","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/jamie/Zotero/storage/4D7TMRLU/14746700.2018.html","","","Bernard Lonergan; community; genetic engineering; intentionality; Mark Miller; moral agency; moral conversion; moral responsibility; religious conversion; virtue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IEZTLTZ3","journalArticle","2018","Fullam, Lisa","Genetically Engineered Traits versus Virtuous Living","Theology and Science","","1474-6700","10.1080/14746700.2018.1488522","https://doi.org/10.1080/14746700.2018.1488522","It is fruitless to attempt to genetically engineer virtuous living. Prenatal genome modification could, in principle, establish desired traits and predispose us to certain behaviors. But, traits given at birth are not the same thing as a virtuous character that can be acquired only by self-discipline. The ethicist further fears that free market eugenics—the sale of gene modification—may become one more expression of the social sin our culture inherits.","2018-07-03","2019-01-15 21:29:13","2019-01-15 21:29:13","2019-01-15 21:29:13","319-329","","3","16","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/jamie/Zotero/storage/L3U97RJZ/14746700.2018.html","","","genetic engineering; Mark Walker; Virtue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L564VPDQ","journalArticle","2018","Cole-Turner, Ron","Theosis and Human Enhancement","Theology and Science","","1474-6700","10.1080/14746700.2018.1488526","https://doi.org/10.1080/14746700.2018.1488526","Recent theological work on the meaning of theosis or deification has largely ignored today’s cultural context in which ordinary Christians are expected to put theosis into practice. The widespread use of various technologies of human enhancement creates expectations that might distort the interpretation of theosis. Human enhancement technologies tend to feed off the desire to expand the self, while theosis is grounded in the idea that true divinization means becoming like God in God’s own kenosis of self-giving love. The theology of theosis is a call to empty the self, not to expand it. If theosis defines the Christian life, the use of human enhancement technology is largely a matter of indifference.","2018-07-03","2019-01-15 21:29:44","2019-01-15 21:29:44","2019-01-15 21:29:43","330-342","","3","16","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/jamie/Zotero/storage/BUT7QUFF/14746700.2018.html","","","deification; divinization; enhancement technology; human enhancement; Theosis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DN42TLAA","journalArticle","2018","Jong, Jonathan","On Biotechnology, Theology, and the Human Sciences","Theology and Science","","1474-6700","10.1080/14746700.2018.1488527","https://doi.org/10.1080/14746700.2018.1488527","There may be very good Christian theological reasons to oppose human biotechnological enhancement. It is, however, difficult to discern what they are. Much of the specifically Christian response to transhumanist biotechnological enhancement has revolved around the metaphysics of human persons; this is hardly surprising, given that similar themes appear in other bioethical themes, such as over in vitro fertilization, abortion, and euthanasia. The main aim of this paper is to clarify the theological requirements for such responses, particularly those that are mistakenly delegated to scientists. In particular, the paper will focus on the need for a Christian theological account of human nature that does not unduly rely on biological accounts of the same.","2018-07-03","2019-01-15 21:30:19","2019-01-15 21:30:19","2019-01-15 21:30:19","343-352","","3","16","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/jamie/Zotero/storage/23YTDCAZ/14746700.2018.html","","","enhancement; Ethics; human nature; metaphysics; natural law; species concepts; transhumanism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I5WCJQQN","journalArticle","2018","Peters, Ted","Imago Dei, DNA, and the Transhuman Way","Theology and Science","","1474-6700","10.1080/14746700.2018.1488529","https://doi.org/10.1080/14746700.2018.1488529","Might genetic engineering or cyborgization turn mortal humans into immortal gods? How transformable are we? A proleptic model of the imago Dei signifies that a transformation is coming, that who we are as human beings is yet to be determined by our future. Of five theological models of the imago Dei—(1) rationality; (2) morality; (3) relationality; (4) prolepsis; and (5) created co-creator—the proleptic and co-creator models are particularly open to an alliance with technological transformation. However, even biological enhancement or intelligence amplification will not turn sinners into saints. Only divine grace can accomplish redemption; only divine grace can insure that we become who we truly are.","2018-07-03","2019-01-15 21:30:43","2019-01-15 21:30:43","2019-01-15 21:30:43","353-362","","3","16","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/jamie/Zotero/storage/WNMBFYDU/Peters - 2018 - Imago Dei, DNA, and the Transhuman Way.pdf; /Users/jamie/Zotero/storage/V5DIZUF2/14746700.2018.html","","","created co-creator; cybernetic immortality; deification; enhancement; Imago Dei; Irenaeus; posthuman; prolepsis; radical life extension; technology; transformation; transhumanism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ZSFR6AW","book","2019","Shatzer, Jacob","Transhumanism and the Image of God: Today's Technology and the Future of Christian Discipleship","","978-0-8308-5250-5","","","","We're constantly invited to think about the future of technology as a progressive improvement of tools: our gadgets will continue to evolve, but we humans will stay basically the same. In the future, perhaps even alien species and intelligent robots will coexist right alongside humans, who will grapple with challenges and emerge as the heroes. But the truth is that radical technological change has the power to radically shape humans as well. We must be well informed and thoughtful about the steps we're already taking toward a transhuman or even posthuman future. Can we find firm footing on a slippery slope? Biblical ethicist Jacob Shatzer guides us into careful consideration of the future of Christian discipleship in a disruptive technological environment. InTranshumanism and the Image of God, Shatzer explains the development and influence of the transhumanist movement, which promotes a ""next stage"" in human evolution. Exploring topics such as artificial intelligence, robotics, medical technology, and communications tools, he examines how everyday technological changes have already altered and continue to change the way we think, relate, and understand reality. Cautioning against the belief that Christians can easily direct any technology toward following Christ, Shatzer grapples with the potential for technology to transform the way we think about what it means to be human and what sort of future we hope for. By exploring the doctrine of the incarnation and its implications for human identity, he helps us better understand the proper place of technology in the life of the disciple and avoid false promises of a posthumanist vision. What sorts of practices today can help us retain the best of what it means to be human in the future?","2019-04-09","2019-01-16 05:42:25","2019-01-16 05:42:25","","","book","","","","","Transhumanism and the Image of God","","","","","InterVarsity Press","","en","","","","","Google Books","","Google-Books-ID: ZncavQEACAAJ","","","https://books.google.co.uk/books?id=ZncavQEACAAJ","","Religion / Christian Theology / Ethics; Social Science / Media Studies; Technology & Engineering / Social Aspects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T8YGGU4C","book","2018","Gay, Craig M.","Modern Technology and the Human Future: A Christian Appraisal","","978-0-8308-7384-5","","","","Technology is not neutral. From the plow to the printing press, technology has always shaped human  life and informed our understanding of what it means to be human. And  advances in modern technology, from computers to smartphones, have  yielded tremendous benefits. But do these developments actually  encourage human flourishing? Craig Gay raises concerns about the theological implications of modern  technologies and of philosophical movements such as transhumanism. In  response, he turns to a classical affirmation of the Christian faith:  Jesus Christ, the eternal Word of God, took on human flesh. By exploring  the doctrine of the incarnation and what it means for our embodiment,  Gay offers a course correction to the path of modern technology without  asking us to unplug completely. Gay demonstrates that the doctrine of the incarnation is not neutral  either. It presents us an alternative vision for the future of humanity.","2018-12-11","2019-01-16 05:50:43","2019-01-16 05:50:43","","","255","","","","","Modern Technology and the Human Future","","","","","InterVarsity Press","","en","","","","","Google Books","","Google-Books-ID: _dJ2DwAAQBAJ","","","https://books.google.co.uk/books?id=_dJ2DwAAQBAJ","","Philosophy / Ethics & Moral Philosophy; Religion / Christian Life / Social Issues; Science / Philosophy & Social Aspects; Social Science / Anthropology / Cultural & Social; Technology & Engineering / Social Aspects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
